date,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP,Sumar,firm,date_from,sample_size
2022-01-05,27.8,25.4,3.2,1.6,0.4,0.7,2.7,17,10.9,1.1,NA,NA,NA,2,0.4,3.2,1,NA,Data10,2022-01-03,1000
2022-01-13,24.3,24.6,NA,NA,NA,NA,2.5,18.7,11.1,NA,NA,NA,NA,NA,NA,2.3,NA,NA,Simple Lógica,2022-01-03,1039
2022-01-14,24.9,26.4,3.4,1.5,0.5,1,2.6,17.9,11.8,1.4,NA,NA,NA,1.7,0.3,2.5,1.2,NA,IMOP,2022-01-03,1312
2022-01-14,28.5,21.5,3,1.3,NA,0.6,4,14.7,13.1,0.9,NA,NA,NA,1.4,0.1,2.8,0.7,NA,CIS,2022-01-03,NA
2022-01-14,27.2,26.2,3,1.5,NA,0.8,3.4,16.5,11,1.1,NA,NA,NA,2.3,0.4,2.9,0.9,NA,Celeste-Tel,2022-01-10,1100
2022-01-14,27.9,27.3,NA,NA,NA,NA,1.3,16.5,10.9,NA,NA,NA,NA,NA,NA,3,NA,NA,Invymark,2022-01-10,NA
2022-01-23,26.9,25.7,NA,NA,NA,NA,3.4,17.1,11.6,NA,NA,NA,NA,NA,NA,2.8,NA,NA,DYM,2022-01-19,1008
2022-01-28,24.4,26.2,3.2,1.5,NA,0.9,3.1,17.1,12.2,1.4,NA,NA,NA,1.9,0.5,2.7,1.1,NA,IMOP,2022-01-17,1325
2022-01-28,27.3,25.3,3.4,1.6,NA,NA,3,16.7,11.1,1.1,NA,2.2,NA,NA,NA,2.4,NA,NA,NC Report,2022-01-24,1000
2022-02-01,23.9,27.1,NA,NA,NA,NA,2.5,17.1,12.4,NA,NA,NA,NA,NA,NA,3,NA,NA,40dB,2022-01-27,2000
2022-02-10,21.3,26.7,NA,NA,NA,NA,3.1,19.8,12.3,NA,NA,NA,NA,NA,NA,3,NA,NA,Simple Lógica,2022-02-01,1903
2022-02-16,20.6,26,3,NA,NA,NA,3.3,18.2,12.5,NA,NA,NA,NA,NA,NA,3.8,NA,NA,GESOP ,2022-02-14,1002
2022-02-17,22.2,31.9,3.1,1.7,NA,0.9,3.7,18.8,8.8,1.2,NA,NA,NA,2.3,0.3,1.4,0.7,NA,GAD3 ,2022-02-14,1000
2022-02-18,22.6,26.4,3.2,1.7,NA,NA,4,20.8,10.1,NA,NA,NA,NA,2.1,NA,3.5,NA,NA,Sigma Dos,2022-02-18,NA
2022-02-19,20.1,25.9,3,1.5,NA,0.7,3.7,20.9,12.9,1,NA,NA,NA,2.2,0.3,3,0.8,NA,SocioMétrica,2022-02-18,1000
2022-02-19,21.7,25.4,3.3,1.6,NA,0.7,3.1,22.1,11.3,1.1,NA,NA,NA,2,0.4,3.3,1,NA,Data10 ,2022-02-19,1000
2022-02-20,21.3,28.1,NA,NA,NA,NA,3.6,19.9,12.5,NA,NA,NA,NA,NA,NA,3,NA,NA,DYM,2022-02-16,1013
2022-02-25,24.8,27.9,NA,NA,NA,NA,1.3,19.3,10.4,NA,NA,NA,NA,NA,NA,2.6,NA,NA,Invymark,2022-02-21,NA
2022-02-25,20.6,27.9,3.5,1.6,NA,0.5,3.6,20.5,10.9,1.2,NA,2.3,NA,NA,NA,2.8,1,NA,Ágora Integral,2022-02-23,1000
2022-02-25,20.3,26.5,NA,NA,NA,NA,3.5,20.8,13,NA,NA,NA,NA,NA,NA,3.2,NA,NA,Target Point,2022-02-23,1000
2022-02-25,21.9,25.7,3.2,1.6,NA,0.7,3.2,21.8,11.3,1.1,NA,2,NA,NA,0.4,3.3,0.9,NA,Data10,2022-02-24,1000
2022-02-28,21.7,26.7,NA,NA,NA,NA,4.3,19.2,11.7,NA,NA,NA,NA,NA,NA,2.6,NA,NA,40dB ,2022-02-22,2000
2022-03-02,23.1,26.5,3.2,1.8,NA,NA,3.7,19.8,10.7,NA,NA,2.2,NA,NA,NA,3.1,NA,NA,Sigma Dos,2022-03-02,NA
2022-03-04,22.9,25.3,3.3,1.6,NA,0.7,2.9,21.9,11.1,1.2,NA,NA,NA,2,0.4,3.2,0.8,NA,Data10 ,2022-03-03,1000
2022-03-04,24.6,25.8,3.4,1.6,NA,NA,3.2,19,10.3,1.2,NA,NA,NA,2.2,0.4,3.3,NA,NA,NC Report,2022-03-01,1000
2022-03-07,23.9,26,3.3,1.9,NA,NA,4,19.2,10.4,NA,NA,2.2,NA,NA,NA,3.2,NA,NA,Sigma Dos ,2022-03-04,1965
2022-03-09,23.5,26.3,3.2,1.5,NA,0.7,3.1,20.4,10,1.2,NA,2.2,NA,NA,0.4,3.3,0.9,NA,Hamalgama Métrica ,2022-03-03,1000
2022-03-11,24.5,28.1,NA,NA,NA,NA,1.4,19.5,10.7,NA,NA,NA,NA,NA,NA,2.5,NA,NA,Invymark ,2022-03-07,NA
2022-03-12,22.2,27.5,3.2,1.6,0.5,1.2,2,20.7,10,1.3,NA,1.9,NA,NA,0.4,2.3,1.1,NA,IMOP,2022-02-28,1303
2022-03-17,23.1,25.8,3.2,1.6,0.5,0.8,2.5,21.6,10.7,1.2,NA,2,NA,NA,0.4,3,1,NA,Data10,2022-03-16,1000
2022-03-19,24.2,28.7,NA,NA,NA,NA,3.6,17.2,11.9,NA,NA,NA,NA,NA,NA,2.4,NA,NA,DYM ,2022-03-16,1019
2022-03-25,23.6,25.5,3.4,1.7,NA,NA,2,22,10.1,0.9,NA,NA,NA,1.6,0.3,2.1,1.1,NA,IMOP ,2022-03-14,1321
2022-03-29,24.4,26.7,3.3,1.8,NA,NA,3.6,18.4,10.3,NA,NA,NA,NA,2.2,NA,3.4,NA,NA,Sigma Dos ,2022-03-29,NA
2022-04-06,28.4,26.9,2.8,NA,NA,NA,2,16.3,11.1,NA,NA,NA,NA,NA,NA,2.2,NA,NA,GESOP,2022-04-04,1000
2022-04-06,29.4,25.3,3.1,1.5,0.4,0.9,2.4,15.4,10.7,1,NA,NA,NA,1.8,0.4,2.7,1,NA,GAD3,2022-04-04,1000
2022-04-07,23.7,25,NA,NA,NA,NA,2.3,20.6,11.9,NA,NA,NA,NA,NA,NA,3.3,NA,NA,Target Point ,2022-04-04,1001
2022-04-07,23.5,24.5,3.1,1.6,0.6,0.8,2.6,21.9,11,1.3,NA,NA,NA,2.2,0.4,3.3,1,NA,Data10,2022-04-06,1000
2022-04-07,27,25.9,3.2,1.5,0.5,0.7,3,18.6,9.8,1.1,NA,NA,0.6,2,0.4,2.4,0.9,NA,Hamalgama Métrica,2022-04-04,NA
2022-04-08,25.5,24.9,3,1.6,NA,1,1.9,20.6,11,1.1,NA,NA,NA,1.6,0.3,2.4,0.9,NA,IMOP,2022-03-28,1312
2022-04-09,27.2,30.3,2.4,1.3,NA,0.6,2,14.4,10.7,1.2,NA,NA,NA,1.2,0.2,2.1,0.9,NA,CIS,2022-04-01,3650
2022-04-09,23.1,25.9,3,1.6,NA,0.6,3.1,19.5,11.7,1.2,NA,NA,NA,2,0.4,2.9,0.9,NA,SocioMétrica ,2022-04-09,NA
2022-04-15,29.5,25.4,3.3,1.5,NA,NA,3,16.3,10.1,1,NA,NA,NA,2.1,NA,2.3,NA,NA,NC Report,2022-04-11,1000
2022-04-18,23.6,25.3,3.6,1.6,NA,NA,2.4,20.7,10.2,1.1,NA,NA,NA,2,0.3,2.9,0.9,NA,SW Demoscopia,2022-04-11,1205
2022-04-20,27.1,26.4,NA,1.5,0.6,0.8,3,17.1,10.9,1.1,NA,NA,NA,2,0.4,3.1,0.9,NA,Celeste-Tel,2022-04-11,1100
2022-04-22,27.6,26.5,NA,NA,NA,NA,2.9,16.8,11,NA,NA,NA,NA,NA,NA,3.7,NA,NA,DYM,2022-04-20,1012
2022-04-22,24.3,27.6,NA,NA,NA,NA,1.3,20.3,11,NA,NA,NA,NA,NA,NA,2,NA,NA,Invymark ,2022-04-18,NA
2022-04-23,25.5,25.7,3,1.5,0.3,1,1.7,19,11.6,1.2,NA,NA,NA,1.8,0.2,1.7,0.8,NA,IMOP,2022-04-11,1323
2022-04-25,25.8,26.2,NA,NA,NA,NA,3.4,18.1,10.2,NA,NA,NA,NA,NA,NA,3.2,NA,NA,40dB,2022-04-20,2000
2022-05-06,24.1,23.9,3.2,1.6,0.5,0.8,2.2,22.4,11.2,1.2,NA,NA,NA,2.2,0.4,3,0.9,NA,Data10,2022-05-05,1000
2022-05-07,25,25.3,3,1.6,0.5,0.7,2.7,19.1,11.3,1.2,NA,NA,NA,1.9,0.4,3,0.9,NA,SocioMétrica,2022-05-04,1200
2022-05-08,26.4,26.3,2.9,1.6,0.3,0.9,1.9,19.8,10.6,1.2,NA,NA,NA,1.8,0.2,1.9,0.9,NA,IMOP,2022-04-25,1303
2022-05-09,24.5,24.1,3.7,1.4,NA,NA,2.3,18.5,13.5,NA,NA,NA,NA,2.1,NA,3.7,1,NA,Ágora Integral,2022-05-05,1000
2022-05-11,29.2,25.7,NA,NA,NA,NA,2.8,18.3,10.4,NA,NA,NA,NA,NA,NA,2.4,NA,NA,Simple Lógica,2022-05-03,1049
2022-05-12,28.7,30.3,2.5,1.3,0.5,NA,1.8,16.6,9.6,1.1,NA,NA,NA,1.2,0.2,2.1,0.6,NA,CIS,2022-05-03,3865
2022-05-13,26.9,26.3,3.1,1.5,0.6,0.8,2.8,17.6,10.7,1.1,NA,NA,NA,2,0.4,3.3,0.9,NA,Celeste-Tel ,2022-05-09,1100
2022-05-13,28.4,26.3,NA,NA,NA,NA,3.1,16,11.5,NA,NA,NA,NA,NA,NA,3.2,NA,NA,DYM,2022-05-11,NA
2022-05-14,22.7,25.9,3.8,1.7,0.5,NA,2.2,21.4,9.8,1.2,NA,NA,NA,1.9,0.2,3.1,0.9,NA,SW Demoscopia,2022-05-09,1203
2022-05-21,26,25.5,3,1.6,0.3,1.1,1.9,20.3,10.6,1.2,NA,NA,NA,1.8,0.3,2.4,1,NA,IMOP,2022-05-09,1303
2022-05-23,26.4,27.2,NA,NA,NA,NA,3.3,16.2,11.5,NA,NA,NA,NA,NA,NA,2.8,NA,NA,40dB ,2022-05-18,2000
2022-06-02,24,24,3.1,1.5,0.5,0.7,2.4,22.6,10.9,1.3,NA,NA,NA,2.4,0.4,2.9,1,NA,Data10,2022-05-31,1000
2022-06-03,26.1,26.7,NA,NA,NA,NA,1.3,19.6,10,NA,NA,NA,NA,NA,NA,1.7,NA,NA,Invymark,2022-05-30,NA
2022-06-09,27,29.2,2.4,1.4,0.3,0.6,1.9,16.5,9.8,0.8,NA,NA,NA,1.2,0.4,1.9,0.8,NA,CIS,2022-06-01,3623
2022-06-20,30.9,22.4,3,1.5,0.5,0.7,1.7,19.7,10.3,1.4,NA,NA,NA,2.2,0.4,2.5,0.6,NA,Data10,2022-06-20,1000
2022-06-22,31.5,23.9,2.9,NA,NA,NA,2,13.2,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2022-06-20,1001
2022-06-24,31.2,23,2.9,1.5,0.6,0.6,2,16.2,11,1.3,NA,NA,NA,1.9,0.3,3.1,1,NA,SocioMétrica,2022-06-21,1200
2022-06-24,29.3,25.2,NA,NA,NA,NA,0.8,19.2,9.5,NA,NA,NA,NA,NA,NA,1.5,NA,NA,Invymark,2022-06-20,NA
2022-06-26,31.1,25.2,3.3,1.7,NA,NA,2.3,15,10.5,NA,NA,NA,NA,2.2,NA,2.9,NA,NA,Sigma Dos,2022-06-26,NA
2022-06-27,27.4,26.3,NA,NA,NA,NA,2.9,15.9,11.7,NA,NA,NA,NA,NA,NA,3,NA,NA,40dB,2022-06-23,2000
2022-06-29,30.2,24.9,3.4,1.8,NA,NA,2.4,15.4,10.7,NA,NA,NA,NA,2.2,NA,3,NA,NA,Sigma Dos,2022-06-27,1212
2022-06-30,31.3,22.6,3.2,1.5,0.5,0.6,1.5,19.4,10,1.4,NA,NA,NA,2.1,0.4,2.4,0.8,NA,Data10,2022-06-29,1000
2022-07-01,30.3,23.8,2.9,1.5,0.4,1.2,2,16.5,9.6,1.3,NA,NA,NA,1.9,0.4,2.4,0.9,NA,IMOP,2022-06-27,1307
2022-07-01,23.8,24.7,3.8,1.7,0.5,NA,1.7,19.8,10.9,1.4,NA,NA,NA,1.8,0.2,2.8,1,NA,SW Demoscopia,2022-06-29,1002
2022-07-06,36.3,24.3,3,1.5,0.4,0.6,1.1,13.6,8.9,1.1,NA,NA,NA,2,0.2,2.1,0.9,NA,GAD3,2022-07-04,1003
2022-07-07,30.6,24.3,NA,NA,NA,NA,2,17,9.8,NA,NA,NA,NA,NA,NA,3,NA,NA,Target Point,2022-07-05,1001
2022-07-08,30.4,24.5,3.3,1.6,0.5,0.7,2.8,16.9,9.1,1.1,NA,NA,0.5,2,0.4,2.5,0.9,NA,Hamalgama Métrica,2022-07-05,1000
2022-07-12,30.8,25.2,3.2,1.5,0.6,0.8,2.9,15,10.3,1.2,NA,NA,NA,2,0.4,3.4,1,NA,Celeste-Tel,2022-07-07,1100
2022-07-14,31.2,23,3.1,1.5,0.6,0.7,1.6,19.2,9.8,1.5,NA,NA,NA,2.2,0.4,2.2,0.9,NA,Data10,2022-07-14,1000
2022-07-14,35,24.4,3.1,1.6,0.4,0.6,1.2,13.6,9.7,1.2,NA,NA,NA,2.1,0.2,2.4,0.9,NA,GAD3,2022-07-12,1000
2022-07-16,28,23.8,2.9,1.5,0.5,0.7,2.6,17.4,10.8,1.4,NA,NA,NA,1.9,0.4,3.1,0.9,NA,SocioMétrica,2022-07-14,1919
2022-07-17,31,25.2,NA,NA,NA,NA,2.6,15.3,10.9,NA,NA,NA,NA,NA,NA,3.1,NA,NA,DYM,2022-07-14,1000
2022-07-21,32.2,24.5,3.3,1.5,NA,NA,2,14.4,9.7,1.2,NA,NA,NA,2.1,0.4,3,NA,NA,NC Report,2022-07-18,1000
2022-07-22,31,25.2,3.5,1.9,NA,NA,2,14.4,10,NA,NA,NA,NA,2.3,NA,3.4,NA,NA,Sigma Dos,2022-07-18,NA
2022-07-29,33.4,24.2,2.9,1.4,0.3,1.1,0.8,15.7,9.8,1.5,NA,NA,NA,1.9,NA,2.4,0.9,NA,IMOP,2022-07-18,1290
2022-08-10,31.2,24.1,3.1,1.5,0.5,0.7,2.4,16.6,9,1.2,NA,NA,0.5,2,0.4,2.3,0.9,NA,Hamalgama Métrica,2022-08-05,1000
2022-08-27,34,23.8,3.2,1.5,NA,NA,NA,13.2,9.7,1.3,NA,NA,NA,2.1,NA,2.5,NA,NA,NC Report,2022-08-23,1000
2022-08-28,27.9,26.4,NA,NA,NA,NA,2.6,15,11.9,NA,NA,NA,NA,NA,NA,3.1,NA,NA,40dB,2022-08-23,2000
2022-09-01,31.7,24.2,3.7,1.8,NA,NA,1.8,14.6,10.6,NA,NA,NA,NA,2.2,NA,3.4,NA,NA,Sigma Dos,2022-08-29,1100
2022-09-01,32.4,22.8,2.9,1.4,0.5,0.8,1.7,17.6,10,1.6,NA,NA,NA,2.3,0.4,2.3,0.9,NA,Data10,2022-08-30,1000
2022-09-03,31.4,23.2,2.7,1.4,0.4,0.6,2.3,16,10.1,1.2,NA,NA,NA,1.9,0.3,3.2,0.9,NA,SocioMétrica,2022-08-29,1200
2022-09-08,31.1,24.8,3.6,1.7,NA,NA,1.9,14.3,10.8,NA,NA,NA,NA,2.1,NA,3.5,NA,NA,Sigma Dos,2022-09-02,NA
2022-09-08,33,24,NA,NA,NA,NA,2,15.3,9.5,NA,NA,NA,NA,NA,NA,3.6,NA,NA,Target Point,2022-09-07,1001
2022-09-09,35.1,26.9,NA,NA,NA,NA,NA,13.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2022-09-06,1000
2022-09-10,31.8,24.2,3,1.4,0.4,1.1,1.1,16,10.7,1.4,NA,NA,NA,2.1,0.4,1.6,0.8,NA,IMOP,2022-08-29,1297
2022-09-18,31,26.7,NA,NA,NA,NA,2.4,15.2,10.4,NA,NA,NA,NA,NA,NA,3,NA,NA,DYM,2022-09-14,1000
2022-09-22,34.8,26.2,2.7,1.6,0.5,0.9,1.3,12.6,9.4,1.2,NA,NA,NA,1.9,0.2,1.4,1,NA,GAD3,2022-09-19,1009
2022-09-23,28.8,27,NA,NA,NA,NA,0.9,17.4,10.3,NA,NA,NA,NA,NA,NA,1.8,NA,NA,Invymark,2022-09-19,NA
2022-09-24,31.1,25,2.9,1.4,0.3,1.1,1.2,16.9,10.1,1.4,NA,NA,NA,2.1,0.5,2.2,0.7,NA,IMOP,2022-09-12,1271
2022-09-26,29.4,26.3,NA,NA,NA,NA,2.2,14.2,12.4,NA,NA,NA,NA,NA,NA,2.9,NA,NA,40dB,2022-09-22,2000
2022-09-29,32.5,23.3,2.9,2.3,0.6,0.9,1.8,17.2,9.7,1.5,NA,NA,NA,2.3,0.4,2.1,0.9,NA,Data10,2022-09-17,1000
2022-09-29,31.9,25.6,3.6,1.7,NA,NA,2.3,14.1,10.2,NA,NA,NA,NA,2,NA,2.6,NA,NA,Sigma Dos,2022-09-26,1541
2022-09-30,33.9,24.1,3.4,1.7,0.5,0.8,2.2,12.4,10,1.2,NA,NA,NA,2.1,0.4,3.2,1.1,NA,Celeste-Tel,2022-09-26,1100
2022-09-30,31,23.9,2.9,1.3,0.4,0.6,2.6,15.6,10.5,1,NA,NA,NA,1.9,0.3,3.2,0.8,NA,SocioMétrica,2022-09-26,1200
2022-10-06,32.1,23.6,3.2,1.5,0.5,0.6,1.8,16,8.8,1.2,NA,NA,0.5,2.1,0.4,2.1,0.9,NA,Hamalgama Métrica,2022-10-03,1000
2022-10-07,30.1,26.4,NA,NA,NA,NA,1,16.3,10.5,NA,NA,NA,NA,NA,NA,2,NA,NA,Invymark,2022-10-03,NA
2022-10-08,31.5,24.6,2.8,1.4,0.3,1,1.7,16.8,11.2,1.3,NA,NA,NA,1.8,0.3,1.9,0.7,NA,IMOP,2022-09-26,1313
2022-10-14,34.1,24,3.3,1.5,NA,NA,NA,12.9,9.7,1.3,NA,NA,NA,2.2,NA,2.9,NA,NA,NC Report,2022-10-10,1000
2022-10-16,31,25.9,3.4,1.6,NA,NA,2.1,14.1,10.8,NA,NA,NA,NA,2.3,NA,2.5,NA,NA,Sigma Dos,2022-10-16,NA
2022-10-22,30,26.8,3,1.5,0.3,1,1.2,15.8,11.6,1.2,NA,NA,NA,1.5,0.3,2.1,0.8,NA,IMOP,2022-10-10,1310
2022-10-23,30.8,26.9,NA,NA,NA,NA,2.2,15.5,9.7,NA,NA,NA,NA,NA,NA,2.9,NA,NA,DYM,2022-10-19,NA
2022-10-27,31.4,24.4,3,1.5,0.5,0.9,1.7,16.4,10.8,1.5,NA,NA,NA,2.3,0.4,1.7,0.9,NA,Data10,2022-10-25,1000
2022-10-28,30.5,26,3.5,1.6,NA,NA,2.2,14.3,11.2,NA,NA,NA,NA,2.2,NA,2.4,NA,NA,Sigma Dos,2022-10-24,2503
2022-10-28,29.5,27.5,NA,NA,NA,NA,0.8,16.1,10.2,NA,NA,NA,NA,1.9,NA,1.9,NA,NA,Invymark,2022-10-24,NA
2022-11-02,30.8,24.5,2.9,1.3,0.4,0.6,2.4,15.4,10.4,1.1,NA,NA,NA,1.9,0.4,3.1,0.8,NA,SocioMétrica,2022-10-31,1200
2022-11-04,30.3,26.8,2.8,1.5,NA,0.9,1.5,15.9,11.3,1.2,NA,NA,0.6,1.5,0.3,1.4,0.8,NA,IMOP,2022-10-24,1315
2022-11-10,31.7,24.4,3.3,1.5,0.5,0.6,1.8,15.6,9,1.2,NA,NA,0.5,2,0.4,2,0.9,NA,Hamalgama Métrica,2022-11-04,1000
2022-11-11,29.6,27.6,NA,NA,NA,NA,1.7,15.7,11.1,NA,NA,NA,NA,NA,NA,1.5,NA,NA,Simple Lógica,2022-11-02,99
2022-11-12,34,23.8,3.5,1.5,NA,NA,1.7,12.6,9.9,1.3,NA,NA,NA,2,0.4,3.3,NA,NA,NC Report,2022-11-08,1000
2022-11-17,30.5,26.3,NA,NA,NA,NA,0.9,15.8,10,NA,NA,NA,NA,NA,NA,2,NA,NA,Invymark,2022-11-16,1200
2022-11-17,31.1,24.3,NA,NA,NA,NA,2.3,16.7,9.8,NA,NA,NA,NA,NA,NA,3.1,NA,NA,Target Point,2022-11-15,1002
2022-11-20,29.3,26.1,3,1.6,0.4,1,1.7,16.7,11.4,1.1,NA,NA,NA,1.4,0.3,2.3,0.8,NA,IMOP,2022-11-07,1309
2022-11-22,29.7,26.8,NA,NA,NA,NA,2.4,16.8,10.5,NA,NA,NA,NA,NA,NA,2.7,NA,NA,DYM,2022-11-16,1003
2022-11-23,34,26.6,3.1,1.3,0.3,0.6,1.6,14.2,8.9,1,NA,NA,NA,2,NA,2.3,0.8,NA,GAD3,2022-09-01,8191
2022-11-24,32.8,25,NA,NA,NA,NA,2.2,13.6,10.3,NA,NA,NA,NA,NA,NA,2.9,NA,NA,Celeste-Tel,2022-11-24,1100
2022-11-26,28.1,27.8,NA,NA,NA,NA,2.2,14.1,11.4,NA,NA,NA,NA,NA,NA,3.6,NA,NA,40dB,2022-11-23,2000
2022-11-30,29.1,25.9,3.3,1.5,NA,NA,2.5,14.9,9.9,NA,NA,NA,NA,2.4,NA,2.9,NA,NA,Sigma Dos,2022-11-25,1495
2022-12-01,31.3,24.3,3,1.5,0.5,0.8,1.9,16.5,11,1.4,NA,NA,NA,2.1,0.4,2.3,0.9,NA,Data10,2022-11-29,1000
2022-12-02,30.1,26.9,NA,NA,NA,NA,0.8,15.5,9.8,NA,NA,NA,NA,NA,NA,2.4,NA,NA,Invymark,2022-11-28,NA
2022-12-02,30.1,26.3,2.9,1.4,0.4,0.5,2,15.3,11.1,1.2,NA,NA,NA,1.8,0.3,2.6,0.7,NA,SocioMétrica,2022-11-28,1200
2022-12-07,31.1,24.8,3.2,1.5,0.5,0.6,1.7,15.7,9.7,1.2,NA,NA,NA,2,0.4,2.7,NA,NA,Hamalgama Métrica,2022-12-02,1000
2022-12-16,29.4,27.2,3.2,1.6,NA,NA,1.3,16.8,9.8,1.3,NA,NA,NA,1.6,0.3,2.2,0.8,NA,IMOP,2022-12-05,1272
2022-12-17,31,27,NA,NA,NA,NA,2,15.5,9.4,NA,NA,NA,NA,NA,NA,2.9,NA,NA,DYM,2022-12-14,1014
2022-12-17,33.6,23.6,3.5,1.5,NA,NA,1.7,13.1,9.9,1.3,NA,NA,NA,2,0.4,3.3,NA,NA,NC Report,2022-12-13,1000
2022-12-23,29.7,27.6,NA,NA,NA,NA,0.8,15.4,9.9,NA,NA,NA,NA,NA,NA,2.5,NA,NA,Invymark,2022-12-19,NA
2022-12-29,31.1,24.6,2.9,1.5,0.5,0.8,1.8,16.2,10.6,1.5,NA,NA,NA,NA,0.4,2.5,NA,NA,Data10,2022-12-27,1500
2022-12-30,30.9,24.8,3.5,1.6,NA,NA,1.7,16.2,9.6,NA,NA,NA,NA,NA,NA,2.7,NA,NA,Sigma Dos,2022-12-26,NA
2022-12-31,28.9,26.9,NA,NA,NA,NA,2.4,14,11.5,NA,NA,NA,NA,NA,NA,3.6,NA,NA,40dB,2022-12-27,2000
2022-12-31,30.9,25.6,2.8,1.4,0.3,0.6,1.7,15.7,10.2,1.1,NA,NA,NA,1.9,0.4,2.7,0.7,NA,SocioMétrica,2022-12-28,1200
2023-01-04,33.2,25.9,2.6,1.3,0.4,0.6,1,15.3,10.1,1,NA,NA,NA,2,0.2,1.6,0.7,NA,GAD3,2022-12-28,1002
2023-01-12,28.5,30.2,2.2,0.8,0.2,0.6,2.9,10,14.2,0.8,1.2,NA,NA,1.4,0.7,1.7,0.7,NA,CIS,2023-01-02,NA
2023-01-13,29.8,27.1,NA,NA,NA,NA,0.9,15.1,10.2,NA,NA,NA,NA,NA,NA,2.9,NA,NA,Invymark,2023-01-09,NA
2023-01-15,32.3,25.86,3.7,1.55,0.37,0.35,0.68,15.03,11.04,1.14,0.84,NA,0.61,1.7,0.41,1.45,1.01,NA,Ágora Integral,0203-01-15,1000
2023-01-20,31.6,26.9,NA,NA,NA,NA,2.1,14.8,9.6,NA,NA,NA,NA,NA,NA,2.1,NA,NA,DYM,2023-01-18,1007
2023-01-20,32.4,24.9,3.3,1.5,0.5,0.8,2,14.6,10.4,1.3,NA,NA,NA,2.1,NA,3,0.9,NA,Celeste-Tel,2023-01-12,1100
2023-01-23,31.1,24.8,NA,NA,NA,NA,2,15.2,10.2,NA,NA,NA,NA,NA,NA,2.5,NA,NA,Sigma Dos,2023-01-16,NA
2023-01-26,31.3,25,2.9,1.6,0.5,0.8,1.7,15.8,10.6,1.5,NA,NA,NA,2.1,0.4,2.4,0.8,NA,Data10,2023-01-24,1500
2023-01-27,29.6,27.5,NA,NA,NA,NA,1,14.7,9.8,NA,NA,NA,NA,NA,NA,3.4,NA,NA,Invymark,2023-01-23,NA
2023-01-29,28.7,26.9,NA,NA,NA,NA,2.6,14.9,11.5,NA,NA,NA,NA,NA,NA,2.9,NA,NA,40dB,2023-01-26,2000
2023-02-02,31.1,24.6,3.3,1.4,NA,NA,2.2,16,10.2,NA,NA,NA,NA,2.5,NA,2.6,NA,NA,Sigma Dos,2023-01-27,1702
2023-02-03,31.1,25.4,2.7,1.4,0.3,0.6,1.8,15,10.8,1.1,NA,NA,NA,1.9,0.3,2.7,0.8,NA,SocioMétrica,2023-01-30,900
2023-02-07,29.7,27.7,NA,NA,NA,NA,1.7,15.2,11.2,NA,NA,NA,NA,NA,NA,2.3,NA,NA,Simple Lógica,2023-02-01,1240
2023-02-09,32,24.4,3.2,1.5,0.5,0.7,1.5,16,9.9,1.1,NA,NA,0.5,2,0.2,2,0.9,NA,Hamalgama Métrica,2023-02-06,1000
2023-02-10,29.8,27.4,NA,NA,NA,NA,0.9,15,9.5,NA,NA,NA,NA,NA,NA,3.2,NA,NA,Invymark,2023-02-06,NA
2023-02-19,32.4,27.1,NA,NA,NA,NA,2,14.7,9.2,NA,NA,NA,NA,NA,NA,2.6,NA,NA,DYM,2023-02-15,1003
2023-02-22,33.9,26.9,NA,NA,NA,NA,1,13.4,9.6,NA,NA,NA,NA,NA,NA,2.3,NA,NA,GAD3,2023-02-20,1001
2023-02-22,31.6,25.2,NA,NA,NA,NA,2.5,14.6,9.4,NA,NA,NA,NA,NA,NA,2.6,NA,NA,Sigma Dos,2023-02-16,NA
2023-02-23,31.6,25,3,1.6,0.5,0.8,1.9,15.7,10.3,1.5,NA,NA,NA,2,0.4,2.5,0.9,NA,Data10,2023-02-21,1500
2023-02-24,33.4,24.2,3.2,1.5,NA,NA,1.9,13.8,10,1.2,NA,NA,NA,2,NA,2.9,NA,NA,NC Report,2023-02-20,1000
2023-02-24,30.3,27.1,NA,NA,NA,NA,0.8,14.7,9.6,NA,NA,NA,NA,NA,NA,3,NA,NA,Invymark,2023-02-20,NA
2023-02-26,28.6,26.4,NA,NA,NA,NA,2.5,14.1,12.3,NA,NA,NA,NA,NA,NA,3.3,NA,NA,40dB,2023-02-23,2000
2023-03-01,29.8,26.9,2,NA,NA,NA,2,14.8,11.8,NA,NA,NA,NA,1.8,NA,2.5,NA,NA,GESOP,2023-02-27,1002
2023-03-02,31.5,25,3.4,1.5,NA,NA,2.4,14.7,9.8,NA,NA,NA,NA,2.5,NA,2.7,NA,NA,Sigma Dos,2023-02-24,1772
2023-03-03,31.6,25,2.5,1.4,0.3,0.5,2.1,15,11.2,1.1,NA,NA,NA,1.8,NA,2.5,0.7,NA,SocioMétrica,2023-02-28,900
2023-03-06,32.7,24.8,3.3,1.5,0.4,0.7,2.2,14.3,10.2,1.3,NA,NA,NA,2.1,0.2,2.8,0.9,NA,Celeste-Tel,2023-03-01,1100
