date,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP,Sumar,firm,date_from,sample_size
2015-11-04,28.1,22.4,2.5,1.6,0.5,0.5,17.7,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2015-10-14,3300
2015-11-04,28,18.2,NA,1.3,0.6,NA,19.7,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2015-11-04,NA
2015-11-06,26.4,24,NA,1.3,0.4,0.7,21.1,0.7,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2015-11-02,1100
2015-11-06,29,22.3,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demoscopia Servicios,2015-10-29,1800
2015-11-08,27.4,20.3,3.1,1,0.2,0.4,18,0.3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBES,2015-11-08,2508
2015-11-08,26.3,19.6,NA,NA,NA,NA,20.2,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2015-10-26,1014
2015-11-09,29.4,19.3,1.6,1.1,0.3,0.3,20.9,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sondaxe,2015-10-28,1000
2015-11-12,27.9,22.1,2.5,1.6,0.4,0.4,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2015-10-19,3100
2015-11-13,27.1,23.8,1.7,1.3,0.4,0.5,19.5,0.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2015-11-09,1100
2015-11-13,28.5,22.2,NA,NA,NA,NA,18.2,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2015-11-09,NA
2015-11-13,27.3,20.3,NA,NA,NA,NA,21.4,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2015-11-11,NA
2015-11-15,26.4,20.5,NA,NA,NA,NA,20.4,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2015-11-02,1018
2015-11-16,28.6,20.8,1.9,1.1,0.3,0.3,19,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIS,2015-10-27,17452
2015-11-16,26.5,20.4,NA,0.9,NA,NA,21.9,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2015-11-02,1746
2015-11-17,26.2,25.7,NA,1.5,NA,NA,15,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2015-11-01,1800
2015-11-19,28.5,22.8,2.6,1.5,0.3,0.2,16.4,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2015-10-26,3000
2015-11-19,27.2,18.7,NA,1.3,0.5,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2015-11-19,NA
2015-11-20,27.5,23.9,NA,1.2,0.4,0.5,18.9,0.7,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2015-11-16,1100
2015-11-22,25,21.7,2.7,1.6,0.5,0.5,20.2,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deimos Estadística,2015-11-22,NA
2015-11-22,27.4,20.6,NA,NA,NA,NA,21.3,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2015-11-09,1018
2015-11-24,26.6,25.4,2.1,1.4,0.4,0.6,15.1,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2015-11-18,1800
2015-11-25,22.7,22.5,NA,NA,NA,NA,22.6,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2015-11-23,1200
2015-11-26,28.3,21.2,2.1,1.3,NA,NA,19.9,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demoscopia Servicios,2015-11-23,1500
2015-11-26,28.3,23.1,2.5,1.4,0.4,0.2,17.4,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2015-11-02,4300
2015-11-26,27.1,20.2,2.2,1.1,NA,NA,23,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2015-11-24,1500
2015-11-27,28.1,23.9,1.9,1.2,0.4,0.5,18.6,0.7,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2015-11-23,1100
2015-11-27,29.5,20.8,NA,NA,NA,NA,18,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2015-11-23,1200
2015-11-27,29.3,23.1,2,1.2,0.4,0.3,17.4,0.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2015-11-09,3000
2015-11-28,23.9,21.4,2.7,NA,NA,NA,21,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2015-11-23,1816
2015-11-29,27.1,20,NA,NA,NA,NA,21.6,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2015-11-16,1033
2015-12-01,26.5,25.2,2.2,1.4,0.4,0.6,15.8,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2015-11-25,1800
2015-12-01,28.1,21.5,2.1,1.3,0.5,NA,20.2,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2015-11-25,1500
2015-12-03,28.2,21.5,2.2,1.5,0.4,0.2,17.9,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2015-11-10,5700
2015-12-03,27.5,19.4,2,1,NA,NA,21.6,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2015-12-01,1800
2015-12-04,28.1,21,1.8,1.4,0.1,NA,21,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,A+M,2015-11-23,5000
2015-12-04,28.2,23.1,NA,1.2,0.3,0.4,NA,0.6,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2015-11-30,1100
2015-12-04,28.9,19.9,NA,NA,NA,NA,18.7,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2015-11-30,NA
2015-12-04,29.8,22.7,2,1.2,0.4,0.3,17.8,0.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2015-11-23,1500
2015-12-04,27.8,19.4,2.1,1.2,NA,NA,19.9,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sondaxe,2015-11-30,1000
2015-12-06,26.6,18.8,2,1.2,0.5,0.5,21.2,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2015-12-06,NA
2015-12-06,27.9,20.4,NA,NA,NA,NA,21.9,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2015-11-23,1035
2015-12-07,26.7,24.9,2.2,1.5,NA,NA,16.2,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2015-12-01,1800
2015-12-09,26.7,17,NA,NA,NA,NA,23.2,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2015-11-27,1012
2015-12-09,26.5,21.7,NA,NA,NA,NA,18.6,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2015-12-03,1500
2015-12-09,28.3,20.8,1.9,1.4,0.4,NA,19.8,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2015-12-01,1500
2015-12-09,27.2,20.3,NA,1.2,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2015-12-01,8350
2015-12-10,27.7,20.5,NA,1.1,0.3,0.4,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBES,2015-12-07,1800
2015-12-10,25.3,21,NA,NA,NA,NA,18.2,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2015-12-07,2800
2015-12-11,28.1,22.7,2,1.2,0.3,0.4,18.1,0.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2015-12-07,1100
2015-12-11,28.8,19.7,NA,NA,NA,NA,19.9,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demoscopia Servicios,2015-12-07,1500
2015-12-11,28.3,21.2,2.3,1.3,0.4,0.3,18.1,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2015-11-16,7300
2015-12-11,26.5,22.7,2,1.1,0.2,NA,20.3,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamalgama–Ágora Integral,2015-12-01,1206
2015-12-11,29,18.9,NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2015-12-07,NA
2015-12-11,27,18.2,NA,0.7,NA,NA,20.9,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2015-12-01,1005
2015-12-12,25.2,20.8,NA,NA,NA,NA,18,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2015-12-10,800
2015-12-12,29.9,22,2,1,0.3,0.4,17.8,0.4,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2015-12-09,3000
2015-12-13,27.7,18.6,2.1,1.3,0.5,0.5,20.1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2015-12-13,NA
2015-12-13,28.9,18.9,NA,NA,NA,NA,20,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2015-11-30,1017
2015-12-14,26.9,22.9,2.2,1.4,NA,NA,17,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2015-12-07,2000
2015-12-14,28.6,21,2.3,1.3,0.4,NA,17.6,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2015-12-07,3200
2015-12-14,24.5,21.3,3.2,1.2,0.5,0.5,16.5,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,GIPEyOP,2015-11-27,17195
2016-01-11,28.8,20.5,2.8,1.3,NA,NA,13.3,NA,21.9,1,NA,NA,NA,NA,NA,NA,NA,NA,CIS,2016-01-02,2496
2016-01-11,31.4,23.5,2.3,1.2,NA,NA,11.8,NA,22.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,IMOP,2016-01-09,1000
2016-01-12,30,20.4,NA,NA,NA,NA,14.7,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-01-04,1050
2016-01-14,32.4,22.4,NA,NA,NA,NA,13.2,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estudio de Sociología Consultores,2016-01-02,2200
2016-01-14,29,21.1,NA,NA,NA,NA,16.6,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-01-12,1200
2016-01-15,30.2,21.9,2.5,1.1,0.3,0.3,12.6,NA,22.1,0.9,1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-01-04,1100
2016-01-15,33.2,22.2,2.5,1.1,0.3,NA,10.9,NA,21.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-01-01,1800
2016-01-15,30.8,20.8,NA,NA,NA,NA,12.6,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-01-11,NA
2016-01-15,30.5,22.1,NA,NA,NA,NA,13.4,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-01-04,955
2016-01-16,30.5,20.7,NA,NA,NA,NA,10.9,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2016-01-16,NA
2016-01-19,28,21.3,NA,NA,NA,NA,14.4,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2016-01-15,1000
2016-01-21,30.1,21.3,2.4,1.1,0.3,NA,13.4,NA,20,1.1,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-01-15,802
2016-01-21,30.7,21.1,2.4,1.2,0.3,NA,12,NA,21.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-01-04,1900
2016-01-25,29.8,19.4,NA,NA,NA,NA,10.3,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2015-12-16,13000
2016-02-04,24,23.3,NA,NA,NA,NA,18.5,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-02-03,1000
2016-02-05,28.5,22.4,2.7,1.2,0.4,0.3,15.1,NA,20.4,0.8,1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-02-01,1100
2016-02-05,27.8,21.1,NA,NA,NA,NA,15.1,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-02-01,NA
2016-02-05,26.9,21.7,NA,NA,NA,NA,18.9,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-02-01,1048
2016-02-07,27.8,20.4,2.6,1.2,0.3,NA,14.9,NA,21.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-02-07,NA
2016-02-11,27.9,20.8,2.6,1.4,0.3,NA,14.9,NA,21.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-02-08,800
2016-02-16,27.1,22.3,2.4,1.2,NA,NA,14.9,NA,22.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,GIPEyOP,2016-02-07,1960
2016-02-17,27.7,24.2,2.5,1.1,0.3,NA,13.9,NA,20.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-02-01,1800
2016-02-18,28.9,21.4,2.5,1.2,0.3,NA,14.2,NA,21.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-02-10,1400
2016-02-18,27.8,23.1,2.4,1.1,NA,NA,15.3,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2016-02-16,1000
2016-02-19,26.4,21.8,NA,NA,NA,NA,16.2,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-02-15,NA
2016-02-23,25.6,22.1,NA,NA,NA,NA,17.6,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2016-02-19,1071
2016-02-26,26.8,20.3,NA,NA,NA,NA,15.8,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-02-22,1200
2016-03-03,26.5,20.2,2.6,1.3,0.4,NA,16.9,NA,20.9,1,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-03-03,NA
2016-03-04,29.2,21.8,2.4,1.2,0.4,NA,14.9,NA,20.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-03-01,1400
2016-03-05,28.6,22.6,2.5,1.1,0.3,0.2,15.7,NA,19.6,0.8,1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-03-02,1100
2016-03-08,26.4,21.9,2.4,NA,NA,NA,17.8,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-03-05,1000
2016-03-09,26,23.1,NA,NA,NA,NA,19.5,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-03-08,1200
2016-03-09,26.2,21.6,NA,NA,NA,NA,17.1,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-03-01,1206
2016-03-09,28.6,22,2.5,1.2,0.3,NA,15.6,NA,19.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,Sondaxe,2016-03-05,1002
2016-03-10,28.2,24.2,2.9,1.2,0.3,NA,14.1,NA,18.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-03-07,800
2016-03-11,28.5,20.8,NA,NA,NA,NA,14.3,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-03-07,NA
2016-03-11,29.3,22,2.4,1.2,0.3,NA,15.1,NA,19.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-03-01,2300
2016-03-14,27,20.9,NA,NA,NA,NA,18,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2016-03-10,1004
2016-03-17,29.3,22.1,2.3,1.2,0.4,NA,15.1,NA,19.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-03-13,1000
2016-03-20,30.1,23.2,2.6,1.2,0.3,NA,14.2,NA,19.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-03-01,2000
2016-03-27,29.8,22.4,2.5,1.3,0.3,NA,15.5,NA,22.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-03-22,900
2016-03-30,27.7,21,NA,NA,NA,NA,18.8,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-03-28,1200
2016-03-30,27.5,19.3,NA,NA,NA,NA,16.9,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netquest,2016-03-23,1002
2016-03-31,30.2,22,2.3,1.1,NA,NA,16.2,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2016-03-28,800
2016-04-01,28.6,21.6,NA,NA,NA,NA,15.2,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-03-28,1200
2016-04-02,29.8,22.1,2.5,1.3,0.3,NA,15.8,NA,22.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-03-22,1800
2016-04-04,29.1,21.8,2.4,1.3,0.3,NA,15.7,NA,24,0.7,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2016-03-28,1000
2016-04-05,29.1,22.2,2.7,1.1,0.3,0.2,15.9,NA,19.4,0.7,1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-04-01,1100
2016-04-06,29.2,20.7,NA,NA,NA,NA,15.2,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2016-03-30,1036
2016-04-06,29,20.1,NA,NA,NA,NA,17.7,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-04-05,1200
2016-04-07,29.2,23.3,2.3,1.1,0.2,NA,14.4,NA,15.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-04-06,800
2016-04-09,30,21.4,2.4,1.3,0.3,NA,15.8,NA,23.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-04-04,2300
2016-04-10,29.1,21.7,2.3,1.2,NA,NA,16,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Advice Strategic,2016-04-04,2500
2016-04-10,27.4,21.6,2.5,1,0.4,NA,15.6,NA,23.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,CIS,2016-04-01,2490
2016-04-10,28.8,22.2,2.2,1.1,NA,NA,16.6,NA,15.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,IMOP,2016-04-06,1027
2016-04-12,28.3,20.6,NA,NA,NA,NA,17.7,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-04-04,1047
2016-04-13,27.9,19.8,2.4,1.3,0.4,NA,17,NA,20.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-04-13,NA
2016-04-14,30.7,21.2,NA,NA,NA,NA,14.5,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-04-07,955
2016-04-14,29.4,22.3,NA,NA,NA,NA,15.8,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2016-04-12,1000
2016-04-15,28.6,20.4,NA,NA,NA,NA,15.8,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-04-11,NA
2016-04-16,30.1,21,2.3,1.2,0.3,NA,15.6,NA,23.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-04-12,2400
2016-04-20,30.3,23,2.6,1.1,0.3,NA,14.2,NA,19.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-04-01,2000
2016-04-22,27.8,20,2.3,1.3,0.3,NA,16.5,NA,25.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-04-22,NA
2016-04-22,27.3,20.2,NA,NA,NA,NA,17,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netquest,2016-04-18,1000
2016-04-22,29.8,22.9,2.6,1.1,NA,NA,15.2,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2016-04-18,800
2016-04-23,30.2,20.9,2.3,1.2,0.3,NA,15.5,NA,24.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-04-18,2000
2016-04-28,29,20.3,NA,NA,NA,NA,16.9,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-04-26,1200
2016-04-29,29.7,23.2,2.2,1.3,0.4,NA,14,NA,20.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-04-26,800
2016-04-29,28.7,19.4,NA,NA,NA,NA,15.4,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-04-25,1200
2016-04-30,30.1,20.7,2,1.3,0.3,NA,15.3,NA,24.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-04-18,2000
2016-05-02,30,22.8,2.4,1.2,0.3,0.3,14.1,NA,23.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-04-23,1800
2016-05-06,29.2,22.4,2.4,1.2,0.3,0.2,15.5,NA,24.2,0.9,1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-05-02,1100
2016-05-07,30.2,20.8,2.1,1.2,0.3,NA,15,NA,24.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-04-25,2000
2016-05-10,29.9,21.5,NA,NA,NA,NA,17.7,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-05-02,1035
2016-05-12,30.2,21,2.2,1.1,0.3,NA,14.7,NA,24.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-05-09,1500
2016-05-13,29.6,20.1,NA,NA,NA,NA,15.1,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-05-09,NA
2016-05-13,27.8,20.3,2.3,1.3,0.3,NA,16.6,NA,24.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-05-13,NA
2016-05-13,30.8,19.7,NA,NA,NA,NA,14.7,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netquest,2016-05-10,1000
2016-05-17,29.4,21.2,2.2,1.1,0.3,NA,15.1,NA,24.3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2016-05-13,1000
2016-05-18,29.3,21.9,2.5,1.2,0.3,NA,13.3,NA,24.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,GIPEyOP,2016-05-12,2940
2016-05-18,28.4,20.1,NA,NA,NA,NA,16.4,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-05-17,1200
2016-05-20,29.5,22,2.3,1.2,0.3,0.2,14.9,NA,24.2,0.9,1.1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-05-16,1100
2016-05-20,30.4,21.1,2.3,1.1,0.3,NA,14.5,NA,24.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-05-09,2500
2016-05-22,29.2,21.2,2.4,1.2,0.2,NA,14.6,NA,25.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,CIS,2016-05-04,17488
2016-05-22,30.3,22.9,2.4,1.1,0.3,0.2,13.9,NA,23.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-05-02,2000
2016-05-24,29.2,20.7,NA,NA,NA,NA,14.2,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2016-05-20,1000
2016-05-25,29.8,20.4,NA,NA,NA,NA,14.7,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Advice Strategic,2016-05-19,2500
2016-05-26,29.6,21.6,2.4,1.2,0.3,NA,14.8,NA,22.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-05-23,1000
2016-05-27,30.5,21.3,2.2,1.1,0.3,NA,14.2,NA,24.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-05-16,2000
2016-06-01,28.7,21.7,2.3,1.3,0.4,NA,14.8,NA,24.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-06-01,NA
2016-06-01,28.5,20.2,NA,NA,NA,NA,16.6,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-05-31,1200
2016-06-01,27.9,23.8,NA,NA,NA,NA,14.5,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,PSOE,2016-06-01,1000
2016-06-02,31,20.3,2.6,1.3,NA,NA,14,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2016-05-31,1000
2016-06-03,30.5,21.4,2.3,1.1,0.3,NA,13.9,NA,24.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-05-30,2000
2016-06-03,27.7,21.6,NA,NA,NA,NA,15.4,NA,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netquest,2016-06-01,1000
2016-06-05,30.4,21.9,2.3,1.3,0.2,0.2,13.6,NA,23.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-05-26,2000
2016-06-07,29.7,22.1,2.4,1.2,0.3,0.2,14.3,NA,24.4,0.9,1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-06-01,1100
2016-06-07,27.9,21.2,2.3,NA,NA,NA,15.5,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-03,1816
2016-06-07,30.1,20,2.6,1.3,NA,NA,14.4,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-06-06,NA
2016-06-08,28.9,20.8,NA,NA,NA,NA,15.9,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-06-07,1200
2016-06-09,29.8,21.4,2.4,1.2,0.3,NA,14.9,NA,24.3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-06-06,1016
2016-06-09,29.2,21.4,2.4,0.9,NA,NA,12.9,NA,26.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Sondaxe,2016-06-01,1005
2016-06-10,30.6,21.3,2.3,1.1,0.3,NA,13.7,NA,24.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-06-05,1000
2016-06-10,28.8,21,NA,NA,NA,NA,15.8,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netquest,2016-06-01,2000
2016-06-10,29.7,22.9,NA,NA,NA,NA,13.4,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,SYM Consulting,2016-06-07,1816
2016-06-12,29,21.3,NA,NA,NA,NA,15.6,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2016-06-06,500
